,data_index,created_at,post_id,user_id,user_name,screen_name,user_location,profile_url,profile_description,quote_count,reply_count,retweet_count,favorite_count,lang,followers_count,verified,friends_count,listed_count,statuses_count,profile_created_at,profile_image_url,media_url,retweeted_media_url,profile,google_entities,spam,clean
700,700,Fri May 07 18:46:05 +0000 2021,1390739733169508096,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",2,51,12,117,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/E0zmVk0WYAAL0Y0.jpg,,Snapchat,"{'google_entities_name': ['roots', '🇯🇵 🇨🇳 🇦🇫 🇹🇭 🇮🇳 🇵🇭 🇲🇬 🇱🇰 🇰🇷 🇵🇲 🇫🇲 🇵🇰 🇹🇴 🇰🇵 🇹🇱 #IAmAPIDA #APIDAHeritageMonth https://t.co/c8F8LYpR5H'], 'google_entities_type': ['OTHER', 'PERSON']}",2,"Born in , roots proudly made in i a map ida api da heritage month"
701,701,Tue May 04 19:53:48 +0000 2021,1389669608831992064,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,23,14,159,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/E0kRKOgX0AgBnaY.jpg,,Snapchat,"{'google_entities_name': ['Rhythm', 'https://t.co/swcuYRF3bJ https://t.co/Asg2k9DO0x', '#MayThe4th', 'Adel'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'PERSON']}",1,Rhythm he has... maythe4th Lens by Adel:
702,702,Thu Apr 15 21:14:53 +0000 2021,1382804647509901056,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",1,33,13,91,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/EzC1PiAWYAM-R_p.jpg,,Snapchat,"{'google_entities_name': ['¡Vendedores, Presente!', 'light', 'creation', 'https://t.co/iuQFDU1uch https://t.co/jwZVYCiQn7', 'partnership', 'Lens', 'more', 'Ruben Ochoa', '@LACMA', 'MacArthur Park'], 'google_entities_type': ['WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'PERSON', 'ORGANIZATION', 'LOCATION']}",0,"""Vendedores, Presente!"", a Lens creation by Ruben Ochoa in partnership with , can be experienced in MacArthur Park and sheds light on the critical role of street vendors in L.A. Learn more about the Monumental Perspectives initiative:"
703,703,Thu Apr 15 17:43:15 +0000 2021,1382751385574330112,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",2,19,19,97,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/EzCE0C4XAAEWtc1.jpg,,Snapchat,"{'google_entities_name': ['Portal for Tovaangar', 'collaboration', 'Mercedes Dorame', '@LACMA', 'roots', 'people', 'Lens', 'California', 'https://t.co/iuQFDU1uch https://t.co/qwuHW0BIFS', 'Monumental Perspectives'], 'google_entities_type': ['OTHER', 'OTHER', 'PERSON', 'ORGANIZATION', 'OTHER', 'PERSON', 'LOCATION', 'LOCATION', 'OTHER', 'ORGANIZATION']}",0,"In collaboration with , Lens artist Mercedes Dorame created ""Portal for Tovaangar"", an expression of the roots of the indigenous people of California that remain ever-present today. Learn more about the Monumental Perspectives initiative:"
704,704,Wed Apr 14 23:00:01 +0000 2021,1382468715493481984,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",1,20,8,65,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/Ey9TCNCWYAYYPDc.jpg,,Snapchat,"{'google_entities_name': ['I.R.', 'Think Big', 'monumentality', 'Lens', 'https://t.co/iuQFDTJSNH https://t.co/vCKQ6Tisze', 'mission', 'partnership', 'Bach', '@LACMA', 'connection'], 'google_entities_type': ['PERSON', 'ORGANIZATION', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'ORGANIZATION', 'OTHER']}",0,"""Think Big"", a Lens by artist I.R. Bach in partnership with , was created with the mission of rethinking monumentality and its connection to the community. Learn more about the Monumental Perspectives initiative:"
705,705,Wed Apr 14 18:29:18 +0000 2021,1382400585660521984,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",1,9,10,53,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/Ey9F2Q5XIAMxsXt.jpg,,Snapchat,"{'google_entities_name': ['Lens', 'Ada Pinkston', 'backdrop', '@LACMA', 'The Open Hand', 'Magic Johnson Park', 'AR', 'https://t.co/iuQFDU1uch https://t.co/YuwFrJIryO', 'Biddy Mason', 'life'], 'google_entities_type': ['ORGANIZATION', 'PERSON', 'OTHER', 'OTHER', 'WORK_OF_ART', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'OTHER']}",0,"Lens creator Ada Pinkston teamed up with to create ""The Open Hand is Blessed"", a Lens that uses Magic Johnson Park as a backdrop for her AR monument to the life of Biddy Mason. Learn more about the Monumental Perspectives initiative:"
706,706,Tue Apr 13 18:16:10 +0000 2021,1382034895246142976,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",3,29,16,108,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/Ey3XV6eXIAYf-VJ.jpg,,Snapchat,"{'google_entities_name': ['Glenn Kaino', 'No Finish Line', 'life', 'stories', 'collaboration', 'Lens', '@LACMA', 'https://t.co/iuQFDU1uch https://t.co/9zLv9hKrg9', 'life', 'history'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER']}",0,"""No Finish Line"", a Lens brought to life by artist Glenn Kaino, was created in collaboration with to highlight how the stories of daily life come together to make history. Learn more about the Monumental Perspectives initiative:"
709,709,Sat Mar 27 19:56:47 +0000 2021,1375899621311021056,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@AFROCHILDT Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/otv1mUYlGW', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
710,710,Sat Mar 27 19:55:47 +0000 2021,1375899368801366016,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@MayraR2001 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/XUVOCD5ZSJ', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
711,711,Sat Mar 27 19:55:05 +0000 2021,1375899194930695936,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,1,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@sofiameirick Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/YYNXHxEAnY', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
712,712,Sat Mar 27 19:50:28 +0000 2021,1375898032785522944,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@ariannaa_xo18 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/Ih5lj5qKZd', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
713,713,Sat Mar 27 19:40:11 +0000 2021,1375895443406733056,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@deivis_san_obr Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/VrIVgrV0HX', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
714,714,Sat Mar 27 19:30:57 +0000 2021,1375893119384879104,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@pedro__1111 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/a0DSc07eh5', 'Saturday, 3/27', '1111', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
715,715,Sat Mar 27 19:30:08 +0000 2021,1375892913817853952,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@VannahAlexis1 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/P5FHxKdoxo', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
716,716,Sat Mar 27 19:28:37 +0000 2021,1375892534078139904,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@Minyoongi_Flor Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/XS0h5W8eEJ', 'Saturday, 3/27', '3/27', '2'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
717,717,Sat Mar 27 19:14:48 +0000 2021,1375889056190578944,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@natelaz21 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/zJDXsCuEFY', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
718,718,Sat Mar 27 19:11:01 +0000 2021,1375888103903216128,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@saaucyjose Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/oU2mgJZJAG', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
719,719,Sat Mar 27 19:10:13 +0000 2021,1375887903595838976,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@kittyrevolutio1 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/ml8T6iG6Gj', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
720,720,Sat Mar 27 19:08:48 +0000 2021,1375887547642094080,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@kristinaxilli Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/PRac1i8C97', 'Saturday, 3/27', '3/27', '2'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
721,721,Sat Mar 27 19:05:19 +0000 2021,1375886668255923968,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@lupeshub Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/o0Kh9BLzez', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
722,722,Sat Mar 27 19:03:44 +0000 2021,1375886271529292032,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@kayla_stukins Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/8D1QA5wvUu', 'Saturday, 3/27', '2', '3/27', '8'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
723,723,Sat Mar 27 18:54:25 +0000 2021,1375883926351269888,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@MagSquidYT Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/G9LPoopmBR', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
724,724,Sat Mar 27 18:54:08 +0000 2021,1375883857082383872,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@jason_houn Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/lsxKHOcE4G', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
725,725,Sat Mar 27 18:46:31 +0000 2021,1375881939698209024,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,1,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@Centeno_Cecelia Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/Eror9GAIlj', 'Saturday, 3/27', '3/27', '2'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
726,726,Sat Mar 27 18:45:01 +0000 2021,1375881562584190976,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@Ultrahawks2215 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/LB1p7bbxU9', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
727,727,Sat Mar 27 18:43:42 +0000 2021,1375881230919601920,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@gregorygoodrow1 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/vajaxTBkfQ', 'Saturday, 3/27', '3/27', '2'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
728,728,Sat Mar 27 18:41:53 +0000 2021,1375880774054972928,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@WeHazToast Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/2HXjTP61lt', 'Saturday, 3/27', '2', '3/27', '2'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
729,729,Sat Mar 27 18:35:41 +0000 2021,1375879210439486976,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@mymilkshakes24 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/s29NLypD7F', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
730,730,Sat Mar 27 18:33:29 +0000 2021,1375878659190497024,376502929,Snapchat,Snapchat,"Los Angeles, CA",http://www.snapchat.com,"Say it with a Lens. #OpenYourSnapchat

Need help? Tweet @snapchatsupport",0,0,0,0,en,2291332,True,21,4356,7110,Tue Sep 20 00:35:44 +0000 2011,https://pbs.twimg.com/profile_images/1324384358418042880/A-ENfuMC_normal.jpg,https://pbs.twimg.com/media/ExL5q0vVcAMhlei.jpg,,Snapchat,"{'google_entities_name': ['@hurricanevicki3 Thanks', '❤', 'Season', 'reminder', '#NikitaUnfiltered', 'https://t.co/QGxc7iLgBd', 'Saturday, 3/27', '2', '3/27'], 'google_entities_type': ['OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'DATE', 'NUMBER', 'NUMBER']}",1,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
