,x,y,labels,docs
516,-0.84483916,3.5672653,3,What's your favorite scary movie? open your snap chat
517,0.94499713,1.2789255,-1,We want YOU to run for local office. Get started at
518,3.2847426,-1.3739657,3,Become the Only on Snap Originals.
519,0.95961183,0.7817581,26,"Estamos Unidos de America, from the roots up"
520,2.886344,-1.4945138,28,That main character energy cameos stories.
521,2.632076,2.2763095,48,How we prep for fashion week. cameos stories
522,3.1227212,1.5177324,31,"It's the start of the season! No, not Halloween though there will be pirates and cowboys present. nfl kickoff"
523,-0.81921655,3.5298595,3,Headed over to move all the BIG stuff. open your snap chat
524,-0.7718757,3.4855592,3,"Head back over today, but this time open your snap chat along the way."
525,-0.88437605,3.5894837,3,Youre not the only one. open your snap chat
526,-0.84984237,3.5552828,3,Youre not the only one. open your snap chat
527,-0.5969454,3.309308,3,"If youre heading to the Pier today, youll have some company. open your snap chat"
528,-0.89318085,3.602896,3,Watch your step Andy! open your snap chat
529,3.7323024,-1.6383668,-1,"With the help of , Keely had the courage to come out to her best friend. Watch her story on coming out."
530,3.2375386,-1.4304035,3,"Catch an all new episode of coming out. Available now, only on Snapchat."
531,1.2880164,0.5724374,41,Feels good to be true to yourself.
532,-0.9124942,3.631816,3,A thousand words and counting! open your snap chat to share the with your friends. world photography day Lens by Raaj
533,2.3502598,-1.8744453,37,Happy Independence Day! Today we celebrate our love for India. Take a Snap on what India means to you and share it to Spotlight with mera bharat maha an.
534,-0.5914834,3.2170322,40,"Its not about coming OUT, its about coming IN to yourself. Lead with love"
535,3.288467,-1.3884668,3,"Catch an all new episode of coming out. Available now, only on Snapchat."
536,3.0471785,0.30593592,41,Melissa is owning who she is and who she loves. coming out
537,-0.9457556,3.665195,3,open your snap chat Lens by Wayne Lambo
538,-0.8854813,3.5931323,3,open your snap chat Lens by CaL
539,-0.9029562,3.6202426,3,open your snap chat Lens by Mike
540,-0.9439802,3.6325107,3,open your snap chat Lens by Piotar Boa
541,-0.93457794,3.650478,3,open your snap chat Lens by Ben
542,-0.9185099,3.6370718,3,open your snap chat Lens by Mike
543,-0.9598508,3.6737897,3,open your snap chat Lens by Piotar Boa
544,-0.8910823,3.6062953,3,open your snap chat Lens by Ger Killeen
545,-0.90349054,3.6195362,3,open your snap chat Lens by WRLD SPACE
546,-0.89659876,3.659611,3,Lens by Ashley Fletcher open your snap chat
547,4.6644382,-4.0727954,12,Salute to a true hero who will forever be in a class of her own! tokyo 2020
548,3.2769315,-1.3752478,3,"From boots to blessings, celebrate it all in D on Snapchat."
549,3.2492368,-1.3145472,3,Match your D Bitmoji to your every mood Tap on your Snapchat Profile to get started!
550,1.9988384,1.1996014,55,"Party for the Philippines, years in the making."
551,4.6426373,-4.01726,12,It's Lit...literally opening ceremony tokyo 2020
552,1.991571,1.2876971,55,years in the making nba finals
553,0.26711926,2.6320767,29,"Suit up, squad up! space jam movie"
554,0.29106623,2.5661225,29,Who's got next?!? Assemble your Tune Squad space jam movie
555,3.5821426,1.9122481,47,shark week coming in hot Try this Lens:
556,2.625766,-2.0178752,37,"This month, fly your pride far and wide. Create your own custom Pride flag with our Lens and print it through our friends at Pride Basics, a  LGBTQIA+ owned and operated print shop!"
557,4.3087482,-0.51027614,37,"Go beyond the with a lens that turns Pride flags into fluid backdrops! Celebrate the spectrum, wherever you fall on it. pride"
558,1.8483396,-2.0782475,-1,"Today is not just another day in June. Today is a recognition of progress. Progress from when word of emancipation reached the enslaved people of Galveston, Texas on June , . Progress that must continue. Today is juneteenth."
559,0.06922501,-0.95978105,15,"Bu Bu, dinner is served! brood x"
560,2.4888692,-0.40633678,8,Recruit your friends to help you finish a piece! Thats the beauty of Color Together.
561,3.1724677,-1.6642406,-1,"How are top Creators finding success on Snapchat? Join us to listen and learn from Jacque Slade, Kandee Johnson, and Katie Feeney as they talk us through their Snapchat journeys and experiences with Snap Originals, Shows, and Spotlight. snap partner summit"
562,2.8180745,-1.7499443,7,"Today's the day! Join us for snap partner summit, am PT at"
563,3.0587788,-1.8573853,-1,"Snapchat is proud to be a founding partner for the first-ever mental health action Day, May th. Check out how you can take care of your mental health on Snapchat and encourage your friends to do the same."
564,2.471882,-1.8220818,24,Share your with the Asian Pacific Islander Desi American community this api da heritage month
565,2.4913843,-1.7698634,24,This Asian Pacific Islander Desi American heritage month share your pride and define your own identity. i a map ida
566,2.6607382,-1.6054953,24,"Born in , roots proudly made in i a map ida api da heritage month"
567,3.3529904,2.4329116,30,Rhythm he has... maythe4th Lens by Adel:
568,3.4779882,-3.2313972,17,"""Vendedores, Presente!"", a Lens creation by Ruben Ochoa in partnership with , can be experienced in MacArthur Park and sheds light on the critical role of street vendors in L.A. Learn more about the Monumental Perspectives initiative:"
569,3.4898999,-3.253817,17,"In collaboration with , Lens artist Mercedes Dorame created ""Portal for Tovaangar"", an expression of the roots of the indigenous people of California that remain ever-present today. Learn more about the Monumental Perspectives initiative:"
570,3.5275118,-3.244428,17,"""Think Big"", a Lens by artist I.R. Bach in partnership with , was created with the mission of rethinking monumentality and its connection to the community. Learn more about the Monumental Perspectives initiative:"
571,3.4051478,-3.2793963,17,"Lens creator Ada Pinkston teamed up with to create ""The Open Hand is Blessed"", a Lens that uses Magic Johnson Park as a backdrop for her AR monument to the life of Biddy Mason. Learn more about the Monumental Perspectives initiative:"
572,3.4200654,-3.309739,17,"""No Finish Line"", a Lens brought to life by artist Glenn Kaino, was created in collaboration with to highlight how the stories of daily life come together to make history. Learn more about the Monumental Perspectives initiative:"
573,25.993044,11.992581,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
574,25.876673,12.013808,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
575,25.88182,12.093841,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
576,25.992626,12.0313015,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
577,25.944996,12.066487,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
578,25.909355,12.030533,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
579,25.953218,11.991524,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
580,25.830889,12.148625,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
581,25.991823,12.099932,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
582,25.988129,12.000696,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
583,25.962029,11.990596,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
584,25.90084,12.073846,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
585,25.936243,12.015046,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
586,25.852095,12.13508,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
587,25.985744,12.043377,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
588,25.891945,12.026819,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
589,25.892832,12.035307,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
590,25.84813,12.126898,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
591,25.958324,12.055084,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
592,25.92947,12.047115,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
593,25.940311,12.052387,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
594,25.97681,11.974976,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
595,25.86468,11.972688,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
596,25.999441,11.997792,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
597,25.887865,12.082953,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
598,25.92037,12.047169,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
599,25.896889,12.075508,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
600,25.920395,12.072209,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
601,25.873577,12.0988455,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
602,25.929707,12.057571,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
603,25.909945,12.041934,0,"Thanks for the ! Season of nikita unfiltered premieres Saturday, /27 but dont worry, well send you a reminder !"
604,1.869643,1.4635432,-1,Im feeling extra spicy this winter.
605,2.7758605,1.6899397,51,Racing to get this fit : : : : :
606,1.9380621,2.2717621,-1,Me: There's no way me dropping the price of my MIU MIU bag. Also me:
607,1.8951303,1.5658928,48,Nothing will change todays plans. Nothing.
608,0.33821306,2.661943,29,"On your marks, jet set, go."
609,2.744607,2.2644117,5,*temperature drops by degree* Me: :
610,2.671988,1.6124212,54,Whats that app called that you are selling your clothes again?
611,1.6568804,0.707661,55,sec- if you know you know.
612,2.8536992,1.1053741,-1,What's in a Libra's bag? :
613,2.351367,-1.8078924,37,We're celebrating National Hispanic Heritage Month by spotlighting some of our favourite Latin X sellers. : : : :
614,2.0546713,1.241742,51,Is this time of the year yet? :
615,3.8844452,1.2102386,52,We are obsessed with theflirtylemon de pop. :
616,1.130447,1.3721352,15,When your boss asks you to attend a meeting not in your cal.
617,2.8771915,1.7702469,51,Brb heading to the shops to get some Oat milk : : : : :
618,2.7306712,1.8392148,54,"Looking for tees, whos selling? de pop"
619,3.531063,1.3965477,52,mermaiddream on de pop got you covered for any occasion. :
620,1.7224562,0.7773825,55,"It's Wednesday, you know the drill."
621,-0.8975103,3.601669,3,Let your shoes do the talking
622,0.79486275,1.4755688,11,"Alexa, play Earth, Wind &amp; Fire September."
623,2.5404932,-0.23660439,43,Goodmorning to everyone apart those with bad vibes. :
624,1.7809384,2.1275237,-1,Being creative while tidying up my room
625,2.3159726,2.3168507,57,I was originally looking for a Harley Davidson tee but this is WAY better. Is it a want or a need? :
626,1.6987566,2.3362858,28,"Well, I learnt my lesson. Always check my pockets before I pack the order!"
627,2.530743,1.3142884,51,Which one would you go for? : :
628,2.6444244,1.458378,-1,Who's listing on de pop this weekend?
629,2.5720463,1.5732499,51,"I'll tell you what I want, what I really, really want - this outfit. : : : :"
630,2.739561,0.88108736,54,Let's settle this. Whose style do you like best?
631,2.6096406,1.5275267,51,In case you needed to hear this : :
632,1.409627,-0.19045123,47,"Likes: Do you think they can afford us? Bank Account: Ngl, it's a risk."
633,2.0826375,1.280816,22,You havent been out if you dont have toilet selfies the next morning!
634,2.1403918,1.1019219,40,Here's what it's written in the stars for you today
635,2.257709,2.3584065,58,"My ex followed me on Depop. It's about time I listed his vintage hoodie. You never know, he might still be interested"
636,0.95355207,1.9092209,29,"Casual heading to the Post Office, look"
637,1.3725047,1.2221981,56,I haven't said it's over yet. :
638,1.4424236,1.3552581,56,I thought no one will notice
639,2.8217618,1.6891525,54,Who's selling Twilight merch on de pop?
640,2.6669414,2.4241517,30,"Buyer: I'm thinking denim on denim, fierce, Twiggy mod, y2k Seller: Say no more"
641,0.66676426,1.2385478,13,"Regrets and mistakes, they're memories made - Adele"
642,2.4564698,1.3132548,51,What do you call this? :
643,1.4033809,1.8668742,43,When Wifi dies before I upload my items.
644,5.25567,18.751202,31,Hackers is such a mood rn! Choose your player
645,2.1749792,-0.26409853,40,"Weve just read your horoscope: Today, you will buy something from de pop. Vivienne Westwood it's written in the stars."
646,3.0235696,1.9497436,31,Daily moods of a Taurus Seller.
647,1.806775,-2.7827508,54,de pop find of the week. Cactus Jack keychain via ragersdrip. :
648,1.8292563,1.6536318,48,Me on Me on August st vs September st
649,1.7661344,2.2136924,-1,"Actual footage of my room, after taking pictures for my shop.."
650,2.1203616,2.1305852,58,Me: mom can I raid your closet? My mom:
651,0.9704375,1.212842,15,When they ask you to spill the tea but you have promised not to...
652,4.998509,18.38637,40,Don't forget to treat yourself today. You deserve it By
653,2.0952082,2.2489703,58,Me: closes Depop My brain: Now what? Me: back to Depop
654,2.4397988,2.4270682,58,Depop designers be like: Old socks? say no more. minutes later.... Top via Matacomplex:
655,2.0211093,2.3566725,58,My crush just followed me on Depop
656,2.9908586,2.212217,31,Diorama of my weekly shopping look. : : : :
657,1.3919922,1.0836049,56,Woke up to this. I can't deal!
658,2.7543855,1.5801761,54,"OK, let's settle this- who's selling this dress on de pop?"
659,1.3066387,-2.5535004,26,Keeping truck of my daily meals Shop lunchbox via
660,1.9810395,2.3032215,58,"Taking pictures for my Depop, wbu?"
661,1.3182962,1.0499897,56,"Its not a crime sis, weve all done it"
662,2.3502502,-0.23683755,-1,Take a moment to paws and reflect. Rp via
663,3.4769082,2.3238273,30,All eyes on me Handmade rings via:
664,3.1040554,1.8496165,46,Elevate your fit: No sauce needed. &gt;&gt;
665,0.6191969,-2.6152236,25,Going to get an oat iced latte look.
666,2.2076633,2.1204276,58,Me: *call it an early night* My brain: Check your DMs. The seller might have replied by now.
667,1.7045563,2.3244426,29,"Me doing my casual check-in on de pop. Notifications, DMs, my frenemies, the usual."
668,1.3896258,0.77730834,41,"Leaving this here, have a wonderful Monday."
669,2.687858,1.8538518,54,"Looking for reworked handbags, who's selling? de pop"
670,2.0406718,-2.8191278,16,Ready for a date to McDonalds. &gt;&gt; &gt;&gt; &gt;&gt; &gt;&gt;
671,1.6235954,1.8336962,57,when someone starts talking to me in the gym mid-workout
672,1.110183,1.7432415,57,me watching everyone finally realize that lifting weights is better than cardio
673,2.1918325,1.7418842,57,'what should i do at the gym today?' me:
674,0.010774976,-2.5712943,21,"Latte lover or Flat White fan? DUNKIN's got your coffee covered. Order now on Just Eat, Deliveroo or Uber Eats. dunkin uk dunkin delivers dunkin coffee"
675,1.2096848,-2.9910948,-1,"The freshest donuts at fresher prices! Students, enjoy  off at DUNKIN' when you produce a valid student ID in-store. dunkin uk"
676,0.55245525,-2.6383264,36,"Nothing says Monday more than a Macchiato. Smooth, creamy milk and topped with three shots of espresso... even better when paired with our DUNKIN' classic Boston Crme. dunkin uk"
677,0.70295656,-2.9698799,20,Bean-loving fans celebrate international coffee day at DUNKIN' tomorrow! All hot and cold regular espresso drinks for just ! In-store only. Fri /10/21. Espresso blends used in DUNKIN restaurants throughout Europe are Fair Trade Certified dunkin uk dunkin coffee
678,0.6185453,-2.9191499,25,Autumn vibes Our NEW Signature Maple Latte in store now. dunkin uk dunkin coffee
679,0.6899199,-2.8912628,20,Our love for coffee is unfiltered. Celebrate international coffee day this Friday at DUNKIN' with FREE filter coffee. In-store only. Friday /10/21. DUNKIN works with the Rainforest Alliance to ensure the brands coffee is being sourced sustainably. dunkin uk dunkin coffee
680,-0.21368131,-2.5803015,21,"Strictly come DUNKIN'? Quick step to it, order now on Just Eat, Deliveroo and Uber Eats. dunkin uk dunkin delivers"
681,0.6004791,-2.8474686,25,Make Maple your staple flavour this Autumn. dunkin uk dunkin coffee donuts
682,1.2589715,-3.0372345,-1,Students! Bag a  discount at DUNKIN'. Just show your student ID In store. dunkin uk
683,-0.20735209,-2.5943468,21,"Click for donuts. Order your fresh donut delivery now on Just Eat, Uber Eats and Deliveroo. dunkin uk dunkin delivers"
684,1.400133,-2.4999065,26,There's only one thing better than a DUNKIN' and thats two DUNKIN's! Thanks to for sharing your DUNKIN haul. dunkin uk my dunkin
685,0.7390876,-2.9986572,-1,We've been serving our world famous coffee and donuts since . Have you discovered DUNKIN' yet? dunkin uk
686,0.902317,-2.95002,26,Kick start your week with the best coffee in town. dunkin uk dunkin coffee
687,1.4066042,-2.691716,26,Its DOZEN DAY at DUNKIN! Make someones Sunday with Donuts for in store today! dunkin uk dozen day
688,1.3650538,-2.6195817,26,Want more DUNKIN for your dough? Its DUNKIN Dozen Day tomorrow. Donuts for just ! dunkin uk dozen day
689,0.6298846,-2.8635352,25,Fall in love with our limited-edition Maple Latte. dunkin uk dunkin coffee
690,-0.29662552,-2.530127,21,"Fancy a DUNKIN to your doorstep? Midweek pick-me-ups now on Just Eat, Uber Eats and Deliveroo. dunkin uk dunkin delivers"
691,1.2258106,-2.5965228,26,Life is sweet. Celebrate the last days of summer! dunkin uk dunkin coffee
692,-0.2566094,-2.4564943,21,"Cant wait for the weekend to begin? Bring the party to the office. Office Party: Munchkins, donuts, and a Box O' Joe. Now available on Uber Eats, Just Eat and Deliveroo. dunkin uk dunkin delivers"
693,0.53507227,-2.8443606,20,Twice as n-ice. Enjoy a refreshing DUNKIN iced tea in Peach or Raspberry flavours. dunkin uk
694,1.082917,-2.6736767,-1,"Rain or shine, its DUNKIN time! As Fred would say, Time To Make The Donuts dunkin uk fred the baker"
695,-0.3060985,-2.5756555,21,"There aint no party like a Donut Party. donuts for available on Deliveroo, Just Eat and Uber Eats. dunkin uk dunkin delivers"
696,0.00672754,-2.5755367,21,Whether youre eatin or sippin. Make it DUNKIN. dunkin uk dunkin delivers
697,1.9828777,-3.1491272,16,We're open for delicious coffee and donuts at Manchester Fort Retail Park from am today. Join us to discover the DUNKIN' difference + FREE t-shirt for our first guests! + Free donut with every beverage! dunkin uk new store manchester
698,1.973516,-3.110318,16,Don't press the snooze button because your new DUNKIN' opens at am tomorrow at Manchester Fort Retail Park! FREE t-shirt for our first DUNKIN' loving guests! Plus FREE donut with every purchase! dunkin uk new store manchester
699,0.6609686,-2.80678,-1,Warmer weather calls for colder coffee. Time for a DUNKIN Iced Latte? dunkin uk dunkin coffee
700,2.008536,-3.1437745,16,The wait for delicious donuts and coffee is almost over. Just days to go until your brand new DUNKIN' opens at Manchester Fort Retail Park. Will we see you there? dunkin uk new store manchester
701,0.74937654,-2.6913996,23,Pineapple &amp; Cherry Coolatta. Discover DUNKINs most fun and refreshing summer flavours. dunkin uk
702,-0.28603324,-2.6072679,21,"Weekend treats that really deliver. Order your DUNKIN on Deliveroo, Uber Eats or Just Eat. dunkin uk dunkin delivers"
703,1.2709627,-2.6319597,26,is constantly craving a DUNKIN Choc Chip Cookie Frapp. Whats your DUNKIN dunkin uk my dunkin
704,1.9485136,-3.1697009,16,Your new DUNKIN' Manchester Fort Retail Park opens on Thursday th August! dunkin uk new store manchester
705,1.9723971,-3.1281607,16,Manchesterare you ready for your new DUNKIN' storecoming soon. dunkin uk new store manchester
706,1.1392522,-2.76679,26,At DUNKIN our donuts tick all the boxes. Made Fresh Daily Yummy Flavours Vegetarian Friendly dunkin uk donuts dunkin difference
707,1.4917935,-2.434186,26,Its everyones favourite day of the month! Its DUNKIN Dozen Day! Call into your local store today to get your donuts for just . dunkin uk dozen day
708,0.37987676,-2.859818,20,You call the shots. Personalise your hand-crafted espresso drinks with your choice of milk and syrup flavours. dunkin uk dunkin coffee sipping is believing
709,-0.2154323,-2.5737853,21,"DUNKIN to your doorstep. Order now on Deliveroo, Uber Eats or Just Eat. dunkin uk dunkin delivers"
710,0.4430682,-2.6456344,36,Do you know your Mocha from your Macchiato? Macchiato: Creamy milk topped with shots of espresso. Mocha: Coffee blended with hot chocolate. dunkin uk dunkin coffee sipping is believing
711,0.7818636,-2.712041,23,Keep cool with a Pineapple &amp; Cherry Coolatta Available now at your local DUNKIN' dunkin uk cool atta limited time only
712,0.6458542,-2.4489076,36,"How do you order your Speculoos Biscuit Crumb? (tip: spehkuhlaws) Caramel filling, caramel icing with chocolate curls &amp; Speculoos Crumb dunkin uk donuts"
713,0.29788578,-2.8138783,20,"DUNKIN Original Blend. The coffee that made us famous. (Faithfully following our founders original recipe). Buy in-store or add to your delivery on Just Eats, Deliveroo or Uber Eats. dunkin uk dunkin coffee"
714,1.1447688,0.15923396,43,Anyone else got that friday feeling? Do you love a DUNKIN' as much as ? dunkin uk fan friday
715,0.8387008,-2.4075773,23,"Keep it Coolatta! Our new Pineapple &amp; Cherry flavours have landed, will you be calling in to try them? dunkin uk cool atta limited time only"
716,-0.31126186,-2.6437132,21,"No you're not dreaming, get delicious donuts delivered to your door. DUNKIN' Delivers on Uber Eats, Deliveroo and Just Eat. dunkin uk dunkin delivers"
717,0.74493086,-2.9586976,-1,We're as famous for our coffee as we are for our donuts. Sipping is believing. dunkin uk dunkin coffee
718,-0.21112424,-2.5719073,21,"The treat of champions! Have your own opening ceremony. Order for delivery on Just Eat, Uber Eats or Deliveroo. dunkin uk dunkin delivers"
719,1.2742424,-2.6137044,26,Schools out for Summer...Celebrate with a sweet DUNKIN' treat! dunkin uk
720,0.5539488,-2.8677268,20,"Full of flavour, our Frozen DUNKIN' Coffee is a smooth and creamy way to cool off. Have you experienced DUNKIN' coffee? Sipping is believing. dunkin uk. frozen coffee"
721,0.85723275,0.4133982,41,Freedom never tasted so good. freedom day dunkin uk
722,-0.24484764,-2.6088457,21,"DUNKIN' Delivers for a lazy Sunday lie in. Order your Sunday coffee and donut treats now on Just Eat, Uber Eats and Deliveroo. dunkin uk dunkin delivers"
723,0.9993786,-2.9346616,-1,Temperatures rising = DUNKIN iced drinks dunkin uk
724,1.4733374,-2.8052163,26,Great weekends always starts with a DUNKIN'. dunkin uk
725,1.8804133,-3.0922165,-1,"Our newest DUNKIN' destination is now open! Join us for delicious donuts and coffee today from am at Alfreton Road, Nottingham. dunkin uk new store nottingham"
726,1.9182616,-3.151245,-1,"Nottingham, have you got that DUNKIN feeling? The wait for delicious donuts and coffee is almost over. New store opens am, Thursday th July. dunkin uk new store nottingham"
727,0.6955074,-2.9956594,-1,"We don't just do delicious donuts, our coffee is out of this world too. Sipping is believing. dunkin uk coffee donuts"
728,1.956242,-3.0423067,-1,"Is Notts nuts for a DUNKIN'? Our Alfreton Road, Nottingham store is opening this Thursday at am! We can't wait to open our doors and welcome you to our latest DUNKIN'! dunkin uk new store nottingham"
729,1.3860056,-2.6076121,26,Dozen it feel great to bag a bargain! donuts for in store today! dunkin uk dozen day
730,1.4985855,-2.6956563,26,Good Luck England! Bring it home boys! dunkin uk
731,1.3122903,-2.6357386,26,Set your alarms. Tomorrow is Dozen Day! delicious DUNKIN' donuts for just ! In store only. dunkin uk dozen day
732,-0.2848457,-2.5953367,21,"DUNKIN' delivered to your door with Just Eat, Uber Eats and Deliveroo. dunkin uk dunkin delivers"
733,0.63254625,-2.7511,-1,thirsty thursday sorted with a Shaken Lemonade. dunkin uk
734,0.6383573,-2.407535,36,World Chocolate Day you say?.. We got you! Pair your Mocha wih a Boston Crme. dunkin uk donuts
735,1.9741517,-3.0988164,-1,"Steel yourself for another Sheffield store! DUNKIN' Penistone Road, Sheffield opening Sunday th July . (What can we say? Sheffield just loves a DUNKIN'!). dunkin uk new store sheffield"
736,1.1696247,-2.7862525,26,"Born in the USA, made fresh for you everyday. dunkin uk donuts"
737,1.9520051,-3.1093524,16,Your NEW DUNKIN' is now OPEN! See you at Manchester Piccadilly! dunkin uk new store manchester
738,2.0023112,-3.1746042,16,Our new Manchester Piccadilly store opens tomorrow. Will you be one of the st lucky customers to bag a free DUNKIN t-shirt? Store opens am. dunkin uk new store manchester
739,-0.19037466,-2.5906112,21,"Fresh, sweet, delicious donuts. Delivered DUNKIN' Delivers on Just Eat, Uber Eats and Deliveroo. dunkin uk dunkin delivers"
740,1.374482,-2.7604132,26,"DUNKIN'. Serving aces all day, every day. dunkin uk"
741,0.60630316,-2.7189882,-1,"When life gives you lemons, shake them up! Our Shaken Lemonade, available in thirst quenching flavours. dunkin uk"
742,1.3726958,-2.5287173,43,Do you love a DUNKIN' as much as ? dunkin uk fan friday my dunkin
743,1.9279455,-3.0793407,16,Your brand new coffee and donut oasis NEW Manchester Piccadilly store opening Saturday rd July ! dunkin uk
744,-0.24726191,-2.4977684,21,"Cheer on your team with a COMBO. Available now on Uber Eats, Deliveroo and Just Eat. A match night fix for four of you! dunkin uk dunkin delivers"
745,0.7220916,-2.7489035,-1,Mid-summer shake up! Chill out with a Shaken Lemonade. dunkin uk
746,-0.26403275,-2.5829418,21,"Father's Day = Donuts. Order now on Just Eat, Deliveroo and Uber Eats dunkin uk"
747,1.4777305,-2.5771506,26,"Who's dad doesn't love a DUNKIN'!? Celebrate Father's Day with delicious limited edition donuts, in store until Sunday /6/21 dunkin uk"
748,0.50135756,-2.544681,36,Fancy a sweet treat? Add caramel syrup to your Mocha and pair with a Chocolate Caramel Duo. dunkin uk dunkin coffee donuts
749,-0.30256224,-2.5339513,21,"It's all kicking off with our combo deals. DUNKIN' delivers on Just Eat, Deliveroo and Uber Eats."
750,1.4107488,-2.7068124,26,It's.DOZEN DAY! Donuts for in store all day! Share your DUNKIN' haul with us at my dunkin. dunkin uk dunkin dozen day
751,1.5933648,-2.4672422,26,What a difference a day makes tomorrow is DOZEN DAY! Call in to one of stores and get a HOLE haul of donuts for just ! dunkin uk
752,1.2020358,-2.994173,-1,Students! Fancy a DUNKIN' discount? Get  off everything with a valid student ID. dunkin uk student discount
753,0.7007001,-2.6332252,25,Do you know what's better than a regular Iced Latte for just ? How about a large for ! dunkin uk coffee donuts
754,0.9503268,-2.8172207,20,It's a brew-tiful day for a Frappe. dunkin uk dunkin coffee
755,1.4681363,-2.4988604,26,It's National Donut Day! What better way to celebrate than with a FREE DUNKIN' donut. What you waiting for? in store today only! Show us your free donuts at national dunkin day dunkin uk
756,0.65056515,-2.6721377,25,thirsty thursday? Our Iced Latte is just in store now. Limited time only. dunkin uk dunkin coffee
757,-0.008226828,-2.4719176,21,Did somebody say DUNKIN'? Now available to order through Just Eat dunkin uk dunkin delivers
758,1.2483636,-3.0509665,-1, off for the Emergency Services. You're so worth it.  off everything wth valid ID. dunkin uk
759,1.3360829,-2.6796565,26,DONUT delay! Our donuts for offer ends this week. See you at DUNKIN dunkin uk dunkin donuts
760,0.37087706,-2.872546,20,"Three easy ways to get your DUNKIN' coffee fix. To stay, to go or brew at home! dunkin uk dunkin coffee"
761,1.4186339,-2.734448,26,donuts for instore now. Dozen it feel good to be back inside! dunkin uk donuts
762,1.4261291,-2.7992098,26,"Throwing it back to the good old days dunkin uk tbt"""
763,1.3411793,-2.6951275,26,Hugging is back! Share a hug over a DUNKIN' cup dunkin uk hugging
764,0.76600426,-2.6716466,25,At it would be rude not to. Call in to store to get your Iced Latte fix! dunkin uk iced latte
765,1.3927773,-2.439151,26,"YAY! It's our favourite day of the month. delicious DUNKIN' donuts for ! Instore, today only! dunkin uk dunkin dozen day"
766,1.354921,-2.477001,26,It's DOZEN DAY EVE! One more sleep dunkin uk dunkin dozen day
767,1.2470361,-3.0445216,-1,Students!  off everything with valid student ID. dunkin uk student discount
768,1.0098667,-2.6867313,26,Classic DUNKIN' Sugared Strawberry donuts. What's your donut jam? dunkin uk donuts
769,0.6239352,-2.781841,25,Grab your Iced Latte fix for less. Regular Iced Latte just in store now! dunkin uk dunkin coffee donuts
770,1.3806797,1.523714,41,Tag your friend who is always prepared
771,1.6224476,1.1632878,56,Well if this isn't relatable AF
772,3.5752058,3.4913576,5,*runs to nail salon with this as my inspo* 'nails' on ASOS
773,2.0295851,0.6039467,48,The struggle is real makeup babble
774,1.7721814,0.77413386,13,+ = Monday morning essentials via
